#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-01-24T00:21:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e2a37fe0bc3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=V/50/catalog
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5e2a37fe0bc3&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=GLON&-out=GLAT&-out=Vmag&-out=B-V&-out=SpType&-out=RadVel&-out=RotVel&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/50/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-out=HR
#-out=Name
#-out=HD
#-out=ADS
#-out=VarID
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=Vmag
#-out=B-V
#-out=SpType
#-out=RadVel
#-out=RotVel
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F6.2)	?Galactic longitude (1)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	?Galactic latitude (1)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	RadVel	(I4)	? Heliocentric Radial Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	RotVel	(I3)	? Rotational velocity, v sin i	[ucd=phys.veloc.rotat]
_RAJ2000;_DEJ2000;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;GLON;GLAT;Vmag;B-V;SpType;RadVel;RotVel
027.315417;+47.896944; 526;          ; 11031; 1438;         ;01 49 15.7;+47 53 49;132.86;-13.86; 5.82; 0.29;  A3V               ;  -2;
027.108333; +3.685556; 527;          ; 11037;     ;         ;01 48 26.0;+03 41 08;149.17;-56.25; 5.91; 0.97;  G9III             ;   3;
026.949167;-37.159722; 528;          ; 11050;     ;         ;01 47 47.8;-37 09 35;256.59;-74.45; 6.32; 1.02;  K0III             ;  15;
027.737917;+51.933333; 529;          ; 11151;     ;         ;01 50 57.1;+51 56 00;132.18; -9.87; 5.90; 0.43;  F5IV              ; -17; 40
027.535417;+22.275278; 530;  1    Ari; 11154; 1457;         ;01 50 08.5;+22 16 31;140.39;-38.60; 5.86; 0.74;  K1III+A6V         ;   3;
027.396250;-10.686389; 531; 53Chi Cet; 11171;     ;         ;01 49 35.1;-10 41 11;165.48;-68.61; 4.67; 0.33;  F3III             ;  -1; 61
027.331250;-31.072778; 532;          ; 11183;     ;         ;01 49 19.5;-31 04 22;233.70;-76.77; 6.34; 1.22;  K2-3III           ;  20;
027.997083;+55.147500; 533;  1    Per; 11241;     ;V436 Per ;01 51 59.3;+55 08 51;131.57; -6.70; 5.52;-0.18;  B1.5V             ;  -3;198
027.716667;+11.043333; 534;          ; 11257;     ;  635    ;01 50 52.0;+11 02 36;145.58;-49.20; 5.94; 0.30;  F2V w             ;  11;
027.453333;-38.403889; 535;          ; 11262;     ;         ;01 49 48.8;-38 24 14;259.30;-73.37; 6.37; 0.52;  F8V               ;  22;
028.039167;+50.792778; 536;  2    Per; 11291;     ;         ;01 52 09.4;+50 47 34;132.64;-10.93; 5.79;-0.07;  B9IIIpHgMn        ;  10; 22
027.584167;-47.816389; 537;          ; 11332;     ;         ;01 50 20.2;-47 48 59;277.77;-66.33; 6.14; 1.01;  K1IV              ;  12;
028.211667;+51.474722; 538;          ; 11335;     ;         ;01 52 50.8;+51 28 29;132.58;-10.24; 6.26;     ;  A3V               ;   6;135
027.865000;-10.335000; 539; 55Zet Cet; 11353;     ;  638    ;01 51 27.6;-10 20 06;165.88;-68.05; 3.73; 1.14;  K0IIIBa0.1        ;   9; 19
028.452083;+55.598056; 540;          ; 11408;     ;         ;01 53 48.5;+55 35 53;131.72; -6.21; 6.45; 0.18;  A5m               ;   8; 57
027.727083;-50.206111; 541;          ; 11413;     ;BD Phe   ;01 50 54.5;-50 12 22;280.70;-64.28; 5.94; 0.14;  A1Vp              ;   7;
028.598750;+63.670000; 542; 45Eps Cas; 11415;     ;  652    ;01 54 23.7;+63 40 12;129.84;  1.65; 3.38;-0.15;  B3III             ;  -8; 19
028.322083;+40.729722; 543; 55    And; 11428;     ;         ;01 53 17.3;+40 43 47;135.40;-20.64; 5.40; 1.32; gK1                ;  -7;
028.270417;+29.578889; 544;  2Alp Tri; 11443;     ;         ;01 53 04.9;+29 34 44;138.64;-31.40; 3.41; 0.49;  F6IV              ; -13; 93
028.382500;+19.295833; 545;  5Gam1Ari; 11503; 1507;Var?     ;01 53 31.8;+19 17 45;142.55;-41.20; 4.83;     ;  B9V               ;   4;152
028.382500;+19.293611; 546;  5Gam2Ari; 11502; 1507;Gam Ari  ;01 53 31.8;+19 17 37;142.55;-41.20; 4.75;-0.04;  A1pSi             ;  -1; 63
028.217083;-16.929167; 547;          ; 11522;     ;BK Cet   ;01 52 52.1;-16 55 45;180.42;-72.52; 5.80; 0.27;  F0IIIn            ;  -4;
029.000000;+68.685278; 548; 46Ome Cas; 11529;     ;  659    ;01 56 00.0;+68 41 07;128.77;  6.55; 4.99;-0.10;  B8III             ; -24; 34
028.388750; +3.187500; 549;111Xi  Psc; 11559;     ;  654    ;01 53 33.3;+03 11 15;151.64;-56.18; 4.62; 0.94;  K0III             ;  30; 17
026.943750;-80.176667; 550;   Tau2Hyi; 11604;     ;         ;01 47 46.5;-80 10 36;299.96;-36.63; 6.06; 0.34;  F0IV              ;  30;
028.724167;+40.701944; 551;          ; 11613;     ;         ;01 54 53.8;+40 42 07;135.72;-20.59; 6.24; 1.25;  K2                ;  32;
028.739583;+37.128333; 552;          ; 11624;     ;         ;01 54 57.5;+37 07 42;136.75;-24.03; 6.26; 1.17;  K0                ;  -2;
028.660000;+20.808056; 553;  6Bet Ari; 11636;     ;  658    ;01 54 38.4;+20 48 29;142.24;-39.68; 2.64; 0.13;  A5V               ;  -2; 79
028.346667;-38.594722; 554;          ; 11643;     ;         ;01 53 23.2;-38 35 41;258.35;-72.71; 6.10; 1.12;  K1II              ;  22;
028.411667;-46.302500; 555;   Psi Phe; 11695;     ;Psi Phe  ;01 53 38.8;-46 18 09;274.35;-67.22; 4.41; 1.59;  M4III             ;   2;
028.976667;+37.277778; 556;          ; 11727; 1534;         ;01 55 54.4;+37 16 40;136.91;-23.84; 5.89; 1.63; gM0                ;   7; 25
029.038750;+37.251667; 557; 56    And; 11749; 1534;         ;01 56 09.3;+37 15 06;136.96;-23.85; 5.67; 1.06;  K0III             ;  59; 25
028.591667;-42.496944; 558;   Phi Phe; 11753;     ;         ;01 54 22.0;-42 29 49;267.17;-69.99; 5.11;-0.06;  A3V               ;  12; 13
028.962500;+23.577222; 559;  7    Ari; 11763;     ;RR Ari   ;01 55 51.0;+23 34 38;141.48;-36.96; 5.74; 1.19;  K1III             ;  14;
028.974167; +1.849722; 560;          ; 11803; 1538;  667    ;01 55 53.8;+01 50 59;153.67;-57.13; 6.01; 0.56;  F7V+G0V           ;  30;
029.638750;+61.698056; 561;          ; 11857;     ;  678    ;01 58 33.3;+61 41 53;130.80; -0.14; 6.02;-0.04;  B5III             ;   7;
029.485000;+41.694444; 562;          ; 11905;     ;         ;01 57 56.4;+41 41 40;136.03;-19.48; 6.78;-0.06;  B8III             ;   3;  8
029.337917;+17.817500; 563;  8Iot Ari; 11909;     ;         ;01 57 21.1;+17 49 03;144.34;-42.30; 5.10; 0.92;  K1p               ;  -5; 17
029.432500;+27.804444; 564;          ; 11928;     ;         ;01 57 43.8;+27 48 16;140.40;-32.81; 5.82; 1.60;  M2III             ;  -3;
029.167500;-22.526944; 565; 56    Cet; 11930;     ;         ;01 56 40.2;-22 31 37;199.22;-74.52; 4.85; 1.42;  K4III             ;  27;
028.989583;-51.608889; 566;   Chi Eri; 11937;     ;  671    ;01 55 57.5;-51 36 32;280.88;-62.67; 3.70; 0.85;  G8IIIbCNIV        ;  -6;
029.908333;+64.621389; 567;          ; 11946; 1571;         ;01 59 38.0;+64 37 17;130.16;  2.71; 5.26; 0.01;  A0Vn              ;   5;360
029.640000;+49.204167; 568;  3    Per; 11949;     ;         ;01 58 33.6;+49 12 15;134.06;-12.21; 5.69; 1.01;  K0IV              ;   0;
029.482083;+23.596111; 569;  9Lam Ari; 11973; 1563;  680    ;01 57 55.7;+23 35 46;142.04;-36.80; 4.79; 0.28;  F0V               ;  -1; 99
028.733750;-67.647222; 570;   Eta2Hyi; 11977;     ;         ;01 54 56.1;-67 38 50;293.93;-48.35; 4.69; 0.95;  G8.5III           ; -16;
028.943333;-60.861389; 571;          ; 11995;     ;         ;01 55 46.4;-60 51 41;289.48;-54.55; 6.06; 0.37;  F0IV-V            ;  15;
030.738333;+77.916389; 572;          ; 12005;     ;         ;02 02 57.2;+77 54 59;126.76; 15.58; 6.04; 1.14;  K0                ;  -3;
029.250417;-51.766111; 573;          ; 12042;     ;         ;01 57 00.1;-51 45 58;280.76;-62.45; 6.10; 0.48;  F6-7V             ;   4;
029.291667;-47.385000; 574;          ; 12055;     ;         ;01 57 10.0;-47 23 06;274.84;-66.00; 4.83; 0.88;  G8III             ;  12;
030.489167;+70.906944; 575; 48    Cas; 12111; 1598;  694    ;02 01 57.4;+70 54 25;128.69;  8.83; 4.54; 0.16;  A3IV              ;  -5; 67
029.611250;-33.066667; 576;          ; 12135;     ;         ;01 58 26.7;-33 04 00;239.29;-74.36; 6.35; 1.02;  K0III             ;   1;
029.898750;+21.058333; 577;          ; 12139; 1582;         ;01 59 35.7;+21 03 30;143.55;-39.07; 5.87; 1.03;  K0III-IV          ;  -2;
029.857917;+12.294722; 578;          ; 12140;     ;         ;01 59 25.9;+12 17 41;147.82;-47.26; 6.09; 0.19;  A6V               ; -12;129
030.793750;+73.850556; 579;          ; 12173; 1606;         ;02 03 10.5;+73 51 02;127.95; 11.68; 6.23;     ;  A5III             ;  -5;
030.858750;+72.421389; 580; 50    Cas; 12216;     ;         ;02 03 26.1;+72 25 17;128.38; 10.31; 3.98;-0.01;  A2V               ; -14; 84
031.280833;+77.281389; 581; 47    Cas; 12230;     ;         ;02 05 07.4;+77 16 53;127.06; 15.00; 5.38; 0.31;  F0Vn              ; -26; 95
030.038333; +3.097222; 582;112    Psc; 12235;     ;  691    ;02 00 09.2;+03 05 50;154.33;-55.53; 5.88; 0.62;  G2IV              ; -17; 10
029.942083;-20.824444; 583; 57    Cet; 12255;     ;         ;01 59 46.1;-20 49 28;194.60;-73.19; 5.41; 1.65;  M1III             ; -15;
029.473333;-65.424722; 584;          ; 12270;     ;         ;01 57 53.6;-65 25 29;292.20;-50.30; 6.37; 0.90;  G8II-III          ;  12;
030.001250;-21.077778; 585; 59Ups Cet; 12274;     ;         ;02 00 00.3;-21 04 40;195.47;-73.25; 4.00; 1.57;  M0III             ;  18;
030.719583;+64.901389; 586; 52    Cas; 12279;     ;         ;02 02 52.7;+64 54 05;130.42;  3.07; 6.00; 0.03;  A1Vn              ; -25;305
030.112083; -8.523611; 587;          ; 12292;     ;AR Cet   ;02 00 26.9;-08 31 25;167.40;-65.25; 5.51; 1.52;  M3III             ;   6;
029.911667;-42.030556; 588;          ; 12296;     ;         ;01 59 38.8;-42 01 50;264.25;-69.60; 5.57; 1.06;  K1III             ;  27;
030.751250;+64.390000; 589; 53    Cas; 12301;     ;         ;02 03 00.3;+64 23 24;130.57;  2.59; 5.58; 0.38;  B8Ib              ; -20;
030.575417;+54.487500; 590;  4    Per; 12303;     ;         ;02 02 18.1;+54 29 15;133.19; -6.97; 5.04;-0.08;  B8III             ;  -2; 93
029.692500;-61.569722; 591;   Alp Hyi; 12311;     ;         ;01 58 46.2;-61 34 11;289.45;-53.76; 2.86; 0.28;  F0V               ;   1;153
031.380000;+76.115000; 592; 49    Cas; 12339; 1625;         ;02 05 31.2;+76 06 54;127.44; 13.90; 5.22; 0.95;  G8III             ;   0; 17
028.960417;-78.348333; 593;   Sig Hyi; 12363;     ;         ;01 55 50.5;-78 20 54;298.84;-38.26; 6.16; 0.44;  F5-6IV-V          ;   6;
030.311250;-30.001667; 594;   Pi  For; 12438;     ;         ;02 01 14.7;-30 00 06;227.66;-74.42; 5.35; 0.88;  G5III             ;  24;
030.511667; +2.763611; 595;113Alp Psc; 12446; 1615;         ;02 02 02.8;+02 45 49;155.35;-55.60; 5.23;     ;  A3m               ;   9; 24
030.511667; +2.763611; 596;113Alp Psc; 12447; 1615;  705    ;02 02 02.8;+02 45 49;155.35;-55.60; 4.33; 0.03;  A0pSiSr           ;   9; 42
032.355417;+81.295833; 597;          ; 12467;     ;         ;02 09 25.3;+81 17 45;125.99; 18.89; 6.05; 0.11;  A1V               ; -13;130
031.167083;+65.103333; 598;          ; 12468;     ;         ;02 04 40.1;+65 06 12;130.54;  3.32; 6.52; 0.00;  A0V               ;  -4;130
030.741667;+33.283889; 599;  3Eps Tri; 12471; 1621;  707    ;02 02 58.0;+33 17 02;139.71;-27.25; 5.50; 0.03;  A2V               ;   3; 92
029.921250;-66.066389; 600;          ; 12477;     ;         ;01 59 41.1;-66 03 59;292.34;-49.64; 6.10; 1.17;  K1III             ;   5;
030.646667;+13.476667; 601;          ; 12479;     ;         ;02 02 35.2;+13 28 36;148.19;-45.88; 5.94; 1.59;  M2III             ;  -7;
030.426667;-44.713611; 602;   Chi Phe; 12524;     ;         ;02 01 42.4;-44 42 49;268.87;-67.48; 5.14; 1.49;  K5III             ; -31;
030.975000;+42.329722; 603; 57Gam1And; 12533; 1630;         ;02 03 54.0;+42 19 47;136.96;-18.56; 2.26; 1.37;  K3-IIb            ; -12; 17
034.215417;+57.055278; 654;          ; 13854;     ;Var?     ;02 16 51.7;+57 03 19;134.38; -3.91; 6.48; 0.28;  B1Iab             ; -42; 57
030.977917;+42.330833; 604; 57Gam2And; 12534; 1630;         ;02 03 54.7;+42 19 51;136.97;-18.56; 4.84; 0.03;  B8V+A0V           ; -14; 70
030.913750;+25.935556; 605; 10    Ari; 12558; 1631;         ;02 03 39.3;+25 56 08;142.61;-34.16; 5.63; 0.54;  F8IV              ;  16;
030.617083;-29.665000; 606;          ; 12563;     ;         ;02 02 28.1;-29 39 54;226.33;-74.19; 6.42; 0.14;  A3III             ;  12;  0
030.798750; +0.128333; 607; 60    Cet; 12573;     ;         ;02 03 11.7;+00 07 42;158.18;-57.75; 5.43; 0.15;  A5III             ;  13;
030.744167;-15.305833; 608;          ; 12583;     ;         ;02 02 58.6;-15 18 21;181.14;-69.60; 5.86; 0.98;  G3IV              ;   6;
030.927500;+18.253333; 609;          ; 12594;     ;         ;02 03 42.6;+18 15 12;146.03;-41.35; 6.21; 1.42; gK4                ;  10;
030.950833; -0.340278; 610; 61    Cet; 12641; 1634;  711    ;02 03 48.2;-00 20 25;158.88;-58.07; 5.93; 0.88;  G5II-III+G5V      ;  24;
030.918750; -4.103611; 611;          ; 12642;     ;         ;02 03 40.5;-04 06 13;162.91;-61.23; 5.62; 1.59;  K5I:              ;  25;
031.122500;-29.296944; 612;   Nu  For; 12767;     ;Nu  For  ;02 04 29.4;-29 17 49;224.89;-73.78; 4.69;-0.17;  B9.5pSi           ;  19; 87
031.641250;+22.648333; 613; 12Kap Ari; 12869;     ;         ;02 06 33.9;+22 38 54;144.78;-37.02; 5.03; 0.11;  A2m               ;  12; 29
031.551250; +8.247500; 614;          ; 12872;     ;WZ Psc   ;02 06 12.3;+08 14 51;152.67;-50.26; 6.31; 1.65;  M2III:            ; -26;
031.705000;+25.704722; 615; 11    Ari; 12885; 1658;         ;02 06 49.2;+25 42 17;143.52;-34.14; 6.15;-0.03;  B9IV-Vn           ;  -9;300
031.622083; +0.035000; 616;          ; 12923;     ;         ;02 06 29.3;+00 02 06;159.58;-57.40; 6.28; 0.90;  K0                ;  21;
031.793333;+23.462500; 617; 13Alp Ari; 12929;     ;  725    ;02 07 10.4;+23 27 45;144.57;-36.20; 2.00; 1.15;  K2-IIICa-1        ; -14; 17
032.168750;+58.423611; 618;          ; 12953;     ;V472 Per ;02 08 40.5;+58 25 25;132.92; -2.94; 5.67; 0.61;  A1Ia              ; -36; 18
032.140000;+44.459444; 619;          ; 13013;     ;         ;02 08 33.6;+44 27 34;137.14;-16.27; 6.42;     ;  G8III-IV          ;  24;
032.122083;+37.859167; 620; 58    And; 13041;     ;         ;02 08 29.3;+37 51 33;139.31;-22.55; 4.82; 0.12;  A5IV-V            ;   8;133
032.532500;+53.843056; 621;          ; 13137;     ;         ;02 10 07.8;+53 50 35;134.48; -7.25; 6.31; 0.95;  G8III             ;  10;
032.385833;+34.987222; 622;  4Bet Tri; 13161;     ;         ;02 09 32.6;+34 59 14;140.55;-25.20; 3.00; 0.14;  A5III             ;  10; 76
032.355417;+25.939722; 623; 14    Ari; 13174;     ;         ;02 09 25.3;+25 56 23;144.08;-33.71; 4.98; 0.33;  F2III             ;   1;154
032.346250;+17.224444; 624;          ; 13201;     ;         ;02 09 23.1;+17 13 28;148.23;-41.79; 6.43;     ;  F5V               ;  11; 10
032.190417;-17.779444; 625;          ; 13215;     ;  732    ;02 08 45.7;-17 46 46;189.29;-69.87; 6.10; 1.61;  M2III             ;  14;
033.338333;+74.027778; 626;          ; 13222;     ;         ;02 13 21.2;+74 01 40;128.58; 12.06; 6.29; 0.91;  G8III             ; -37;
032.870833;+57.645833; 627;  5    Per; 13267; 1685;Var?     ;02 11 29.0;+57 38 45;133.51; -3.57; 6.36; 0.33;  B5Ia              ; -34; 53
032.720000;+39.039444; 628; 59    And; 13294; 1683;         ;02 10 52.8;+39 02 22;139.38;-21.28; 5.63;-0.02;  B9V               ;   1;192
032.723750;+39.043056; 629; 59    And; 13295; 1683;         ;02 10 53.7;+39 02 35;139.38;-21.28; 6.10;-0.07;  A1Vn              ;  15;305
032.395000;-24.345833; 630;          ; 13305;     ;         ;02 09 34.8;-24 20 45;208.31;-72.20; 6.48; 0.29;  F4III             ;  20;
032.656667;+19.500278; 631; 15    Ari; 13325;     ;  738    ;02 10 37.6;+19 30 01;147.40;-39.58; 5.70; 1.65;  M3IIIab           ;  60;
032.288750;-43.516667; 632;          ; 13336;     ;         ;02 09 09.3;-43 31 00;264.22;-67.31; 5.85; 1.19;  K1III             ; -26;
032.800000;+25.936944; 633; 16    Ari; 13363;     ;         ;02 11 12.0;+25 56 13;144.53;-33.57; 6.02; 1.36; gK4                ; -19;
032.854167;+31.526389; 634;  5    Tri; 13372;     ;  740    ;02 11 25.0;+31 31 35;142.27;-28.32; 6.23; 0.11;  A1m               ;  11; 30
032.837917; +8.569722; 635; 64    Cet; 13421;     ;         ;02 11 21.1;+08 34 11;154.20;-49.39; 5.63; 0.56;  G0IV              ; -18; 10
032.520417;-43.815556; 636;          ; 13423;     ;         ;02 10 04.9;-43 48 56;264.54;-66.99; 6.32; 0.90;  G8III             ;  41;
032.606667;-50.824444; 637;          ; 13445;     ;         ;02 10 25.6;-50 49 28;275.99;-61.97; 6.12; 0.82;  K1V               ;  53;
032.842500;-10.052222; 638;          ; 13456;     ;         ;02 11 22.2;-10 03 08;174.54;-64.57; 6.01; 0.39;  F5V               ;  11; 10
032.899167; -1.825278; 639; 63    Cet; 13468;     ;         ;02 11 35.8;-01 49 31;163.52;-58.23; 5.93; 0.97; gG9                ;  32;
033.621250;+66.524444; 640; 55    Cas; 13474;     ;  753    ;02 14 29.1;+66 31 28;131.08;  4.98; 6.07; 0.63;  G0II-III+B9V      ; -12; 70
033.422917;+58.561111; 641;          ; 13476;     ;         ;02 13 41.5;+58 33 40;133.50; -2.61; 6.44; 0.60;  A3Iab             ; -41; 45
033.092917;+30.303056; 642;  6    Tri; 13480; 1697;TZ Tri   ;02 12 22.3;+30 18 11;142.98;-29.40; 4.94; 0.78;  G5III+F5V         ; -18; 36
033.305417;+44.231667; 643; 60    And; 13520;     ;  746    ;02 13 13.3;+44 13 54;138.04;-16.23; 4.83; 1.48;  K3.5IIIBa0.5:     ; -46; 17
033.156250;+24.167778; 644;          ; 13522;     ;         ;02 12 37.5;+24 10 04;145.69;-35.09; 5.96; 1.37;  K0                ;  -1;
033.401250;+51.065833; 645;          ; 13530;     ;  747    ;02 13 36.3;+51 03 57;135.85; -9.73; 5.31; 0.93;  G8III:            ;  27;
033.200417;+21.210833; 646; 17Eta Ari; 13555;     ;         ;02 12 48.1;+21 12 39;147.14;-37.81; 5.27; 0.43;  F5V               ;   6;  9
033.510833;+47.484167; 647;          ; 13594; 1709;         ;02 14 02.6;+47 29 03;137.10;-13.10; 6.06; 0.40;  F4V               ;  -8; 26
033.263750;+15.279722; 648; 19    Ari; 13596;     ;  748    ;02 13 03.3;+15 16 47;150.40;-43.20; 5.71; 1.55;  M0III             ;  23;
033.250000; +8.846667; 649; 65Xi 1Cet; 13611;     ;  749    ;02 13 00.0;+08 50 48;154.55;-48.95; 4.37; 0.89;  G6II-IIICN-2      ;  -4; 17
033.197917; -2.393611; 650; 66    Cet; 13612; 1703;         ;02 12 47.5;-02 23 37;164.60;-58.52; 5.54; 0.57;  F8V               ;  -3;
033.253750;-21.000278; 651;          ; 13692;     ;         ;02 13 00.9;-21 00 01;199.11;-70.43; 5.86; 1.01;  G9III             ;  38;
033.227083;-30.723889; 652;   Mu  For; 13709;     ;         ;02 12 54.5;-30 43 26;229.19;-71.84; 5.28;-0.02;  B9V               ;  10;
033.991250;+47.811389; 653;          ; 13818;     ;         ;02 15 57.9;+47 48 41;137.30;-12.69; 6.33;     ;  G9III-IV          ;  16;
033.984167;+33.358889; 655;  7    Tri; 13869;     ;         ;02 15 56.2;+33 21 32;142.55;-26.27; 5.28;-0.01;  A0V               ;  -1;122
033.941667;+25.783056; 656; 20    Ari; 13871;     ;         ;02 15 46.0;+25 46 59;145.74;-33.33; 5.79; 0.44;  F6IV-V            ;  26; 12
033.928333;+25.043056; 657; 21    Ari; 13872;     ;         ;02 15 42.8;+25 02 35;146.07;-34.01; 5.58; 0.49;  F6V               ; -44;
033.867917; -9.465556; 658;          ; 13936;     ;         ;02 15 28.3;-09 27 56;175.21;-63.45; 6.55;-0.02;  A0V               ;  -1;118
033.633333;-41.166667; 659;          ; 13940;     ;         ;02 14 32.0;-41 10 00;257.70;-67.91; 5.91; 0.97;  G8III             ;  14;
034.263333;+34.224167; 660;  8Del Tri; 13974; 1739;         ;02 17 03.2;+34 13 27;142.43;-25.39; 4.87; 0.61;  G0.5V             ;  -6; 10
034.499583;+57.899722; 661;  8    Per; 13982;     ;         ;02 17 59.9;+57 53 59;134.25; -3.06; 5.75; 1.17;  K3III             ;   3;
034.518750;+57.516667; 662;  7    Per; 13994; 1753;         ;02 18 04.5;+57 31 00;134.39; -3.42; 5.98; 1.05;  G7III             ; -11;
034.389167;+44.306944; 663;          ; 14028;     ;W And    ;02 17 33.4;+44 18 25;138.78;-15.90; 6.70;     ;  M7-8Se            ; -45;
034.328750;+33.847222; 664;  9Gam Tri; 14055;     ;         ;02 17 18.9;+33 50 50;142.65;-25.71; 4.01; 0.02;  A1Vnn             ;  14;208
034.293333;+23.767778; 665;          ; 14067;     ;         ;02 17 10.4;+23 46 04;147.05;-35.06; 6.55; 1.02;  G9III             ; -13;
034.245833; -6.422222; 666; 67    Cet; 14129;     ;         ;02 16 59.0;-06 25 20;171.27;-60.99; 5.51; 0.96;  G8.5III           ;   7;
033.561250;-67.841667; 667;   Pi 1Hyi; 14141;     ;  767    ;02 14 14.7;-67 50 30;291.57;-47.42; 5.55; 1.55;  M1III             ;  26;
035.053750;+64.337222; 668;          ; 14171;     ;         ;02 20 12.9;+64 20 14;132.36;  3.10; 6.60;-0.03;  B9.5V             ; -26; 41
034.531250;+19.901111; 669; 22The Ari; 14191;     ;         ;02 18 07.5;+19 54 04;149.27;-38.50; 5.62; 0.01;  A1Vn              ;   6;175
034.820000;+47.380000; 670; 62    And; 14212;     ;         ;02 19 16.8;+47 22 48;137.99;-12.91; 5.30;-0.01;  A1V               ; -30; 74
034.795417;+46.472500; 671;          ; 14213;     ;         ;02 19 10.9;+46 28 21;138.29;-13.77; 6.21;     ;  A4V               ; -15;
034.505833; +1.757778; 672;          ; 14214;     ;         ;02 18 01.4;+01 45 28;162.20;-54.38; 5.58; 0.60;  G0.5IVb           ;  27;
034.844583;+48.955278; 673;          ; 14221;     ;         ;02 19 22.7;+48 57 19;137.46;-11.42; 6.37;     ;  F4V               ; -19; 15
034.127500;-51.512222; 674;   Phi Eri; 14228;     ;         ;02 16 30.6;-51 30 44;275.35;-60.82; 3.56;-0.12;  B8V-IV            ;  10;247
034.737500;+28.642500; 675; 10    Tri; 14252; 1770;         ;02 18 57.0;+28 38 33;145.22;-30.41; 5.03; 0.04;  A2V               ;   3; 29
034.741667;+23.167778; 676;          ; 14262;     ;         ;02 18 58.0;+23 10 04;147.80;-35.44; 6.46; 0.34;  A1V+F3III         ; -13;116
034.905417;+39.835000; 677;          ; 14272;     ;         ;02 19 37.3;+39 50 06;140.79;-19.96; 6.63;-0.09;  B8V               ;  -8; 15
033.868750;-67.746389; 678;   Pi 2Hyi; 14287;     ;         ;02 15 28.5;-67 44 47;291.35;-47.45; 5.69; 1.30;  K2III             ;  17;
035.172500;+47.310833; 679;          ; 14372;     ;         ;02 20 41.4;+47 18 39;138.24;-12.89; 6.11;-0.08;  B5V               ;   2;
035.018333;+30.188333; 680;          ; 14373;     ;         ;02 20 04.4;+30 11 18;144.79;-28.89; 6.47;     ;  K0                ;  -1;
034.836250; -2.977500; 681; 68Omi Cet; 14386; 1778;Omi Cet  ;02 19 20.7;-02 58 39;167.75;-57.98; 3.04; 1.42;  M7IIIe+Bep        ;  64;
035.242500;+50.151389; 682; 63    And; 14392;     ;  790    ;02 20 58.2;+50 09 05;137.29;-10.21; 5.59;-0.13;  B9pSi             ;  -2;105
